video_id,video_url,domain,subdomain,type,question,option_a,option_b,option_c,option_d,correct_answer
Tds3k97aAzo_0,https://www.youtube.com/watch?v=Tds3k97aAzo,Health & Medicine,Public Health,Domain Expertise,Why are the health effects of particulate matter mostly due to the particles that are smaller than 10 micrometers in diameters?,Because these particles are dirty air pollutants.,Because these particles are the most dangerous air pollutants and are bad for health.,Because these particles can be inhaled and deposited in the lungs and get into the blood stream.,Because these particles are too big to be inhaled by human beings.,c
Tds3k97aAzo_0,https://www.youtube.com/watch?v=Tds3k97aAzo,Health & Medicine,Public Health,Domain Expertise,What are the particle diameters shown in the video clip?,PM10.,PM2.5.,"PM10, PM5, and PM2.5.",PM10 and PM2.5.,c
Tds3k97aAzo_1,https://www.youtube.com/watch?v=Tds3k97aAzo,Health & Medicine,Public Health,Domain Expertise,What are the other air pollutants listed in the video without detailed explanation?,"PM, NO2, CO, SO2, O3, and Lead.","PM, NO2, CO, SO2, O3, Lead, Formaldehyde, PCB, Xylene, Benzene, Methyllsocyante, PAH, and Toluene.","NO2, CO, SO2, O3.","Formaldehyde, PCB, Xylene, Benzene, Methyllsocyante, PAH, and Toluene.",d
BWolWB3tSEU_0,https://www.youtube.com/watch?v=BWolWB3tSEU,Health & Medicine,Public Health,Domain Expertise,"According to the video, what are the four main types of non-communicable diseases?","Mental health disorder, chronic kidney disease, musculoskeletal disease, sensory disorder.","Cardiovascular diseases, cancer, chronic respiratory diseases, and diabetes.","Infectious diseases, deficiency diseases, hereditary diseases, and physiological diseases.","Chickenpox, colds, sore throats and ear infections.",b
BWolWB3tSEU_1,https://www.youtube.com/watch?v=BWolWB3tSEU,Health & Medicine,Public Health,Future Prediction,"According to the video, how will the number of people with non-communicable diseases change by 2030?",The number of people with non-communicable diseases is expected to increase due to population growth and aging.,The number of people with non-communicable diseases is going to decline because of the general development throughout the world.,The number of people with non-communicable diseases will double by the time of 2030.,The number of people with non-communicable diseases might be at the same scale as of the time of the video clip.,a
VZut_SZYybA_0,https://www.youtube.com/watch?v=VZut_SZYybA,Health & Medicine,Clinical Medicine,Explanation,What happened before the man starts to sweat a lot and then becomes unconscious?,He began sweating and soon experienced nausea and vomiting.,The man drinks the coconut water from a rotten coconut.,The man has taken too many antibiotics recently.,The man took a long run back home.,b
VZut_SZYybA_0,https://www.youtube.com/watch?v=VZut_SZYybA,Health & Medicine,Clinical Medicine,Domain Expertise,"According to the video, how did the man open the coconut and drink the water?",The man drained the coconut water into a bowl.,The man cut out the coconut meat and enjoy it raw and fresh.,The man poked into the coconut with a sharp knife.,The man poked the pre-made hole and drank the water with a straw.,d
VZut_SZYybA_1,https://www.youtube.com/watch?v=VZut_SZYybA,Health & Medicine,Clinical Medicine,Counterfactual Thinking,What would happen if the doctors find bacteria when checking the man's cerebrospinal fluid?,His pupils were partially reactive to light indicating something may be wrong with his nervous system. ,"Ambulance attendants found him in distress with pale and grey skin, a reduced mental state with confusion and poor balance.",Bacteria in the crerebrospinal fluid could suggest that the man's brain has infection. The initial antibiotic treatment might be effective to treat some of the bacterias.,Several tests were performed but the results showed no abnormalities.,c
VZut_SZYybA_1,https://www.youtube.com/watch?v=VZut_SZYybA,Health & Medicine,Clinical Medicine,Domain Expertise,"As indicated from the animation, from which part of the man's body did the doctors collect cerebrospinal fluid?",An MRI scan was performed on AC's brain which showed significant swelling as he suffered from brain herniation. ,"The toxin 3-nitropropionic acid had caused poisoning in humans earlier in China and Africa, but the source of it had been sugarcane.",The doctors collected cerebrospinal fluid from the man's lumbar spine.,Severe toxication due to abnormal metabolic activity was suspected.,c
iJAR9sWfdm4,https://www.youtube.com/watch?v=iJAR9sWfdm4,Health & Medicine,Clinical Medicine,Explanation,What might be the reason for the medical group to appear in the room?,The medical group is there to discuss the patient's treatment plan.,The medical group is responsible for the patient's overall health.,A new treatment appears and the medical group is here to apply a new treatment to the patient.,A doctor brings a group of medical students to the patient's room to practice clinical case presentation.,d
iJAR9sWfdm4,https://www.youtube.com/watch?v=iJAR9sWfdm4,Health & Medicine,Clinical Medicine,Explanation,What is the reason for the patient to be in the hospital?,The patient experienced a sudden onset of fever and chills.,The patient experienced an acute onset of chest pain and shortness of breath.,The patient experienced change in vision and headache.,The patient experienced abodominal pain and vomiting.,b
iJAR9sWfdm4,https://www.youtube.com/watch?v=iJAR9sWfdm4,Health & Medicine,Clinical Medicine,Explanation,How many people are in the room and what are their roles?,"There are 4 people in the room, 2 of them belongs to the medical group and 2 of them are the patient and the patient's family.","There are 10 people in the room, 8 of them belongs to the medical group and 2 of them are the patient and the patient's family.","There are 6 people in the room, 3 of them belongs to the medical group and 3 of them are the patient and the patient's family.","There are 3 people in the room, 2 of them belongs to the medical group and the other one is the patient.",b
allPEamRsok_0,https://www.youtube.com/watch?v=allPEamRsok,Health & Medicine,Clinical Medicine,Explanation,What is the reason for the patient to be in the hospital?,The patient had uncontrollable coughing.,The patient experienced bilateral knee pain.,The patient had bruises all over the body.,The patient was badly burned.,b
allPEamRsok_0,https://www.youtube.com/watch?v=allPEamRsok,Health & Medicine,Clinical Medicine,Explanation,Who are the people that appears on the right hand side of the patient that does not belong to the medical group?,There are two persons that belong to the medical group and the other person is the patient's girlfriend.,"The patient's mother is sitting on the right hand side of the patient, and his father is standing behind his mother.",There are two people that belongs to the medical group.,One person is the patient's girlfriend and the other person is the patient's co-worker.,d
allPEamRsok_1,https://www.youtube.com/watch?v=allPEamRsok,Health & Medicine,Clinical Medicine,Explanation,"According to the video, what is disease that runs in the patient's family? And who in the family has it?",The patient has cancer and both of the patient's parents have it.,The patient has diabetes and the patient's mother has it.,The patient has sickle cell disease and two of the patient's siblings have it.,The patient has heart disease and the patient's father has it.,c
